nick,title,hour,date_posted,num_replys,find_helpful,awarded,num_user_products,content_text,user_reviews_cursor
16293029,推荐,"['总时数', '30.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很好,AoJ4h7+q1psDe4r6tgY=
lyc267821,推荐,"['总时数', '55.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很推荐。游戏很有中国韵味，前面几个boss不太适应打了很多次，第二章之后越来越顺了,AoJ4862z0ZsDcvWktgY=
释然,推荐,"['总时数', '190.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 10  项产品,无需多言,AoJ4862z0ZsDcvWktgY=
大英警察大英盗,推荐,"['总时数', '47.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 23  项产品,嗯,AoJ4x56y0JsDfrOYtgY=
kase-ovo,推荐,"['总时数', '430.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 22  项产品,好,AoJ4x56y0JsDfrOYtgY=
lsp,推荐,"['总时数', '29.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,nb,AoJ4x56y0JsDfrOYtgY=
比企谷八幡,不推荐,"['总时数', '35.4', '小时']",,0,尚未有人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 88  项产品,优化一般，画质一般3060以下别买,AoJ4x56y0JsDfrOYtgY=
晓之天殇,推荐,"['总时数', '62.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,棒,AoJ4x56y0JsDfrOYtgY=
75010026,推荐,"['总时数', '63.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 26  项产品,很不错的游戏，黑猴，艾尔登，只狼都很好。,AoJ4x56y0JsDfrOYtgY=
465928119,推荐,"['总时数', '9.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,国产游戏的标志产品，除了支持还是支持，希望做的更好,AoJ4x56y0JsDfrOYtgY=
YOUTHE,推荐,"['总时数', '201.2', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 68  项产品,非常好,AoJ4x56y0JsDfrOYtgY=
网友伊莉雅,推荐,"['总时数', '65.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,我讨厌不理智的粉丝，讨厌爱说大话的主创，讨厌没有创新千篇一律的游戏内容，过去的一年里我总是怀着一份恨意，恨它为什么不够好，恨它为什么能做的更好却没有，但是现在我在想，我是不是对它要求太多了，我一边对不理智的粉丝说“它不过是一个商业游戏”，一边却在自己心里自顾自地设下更加苛责的标准去要求它，现在回过头看，我还是会说它的确做得不够好，但是，迈出去这一步真的真的比什么都重要,AoJ4x56y0JsDfrOYtgY=
初恋,推荐,"['总时数', '85.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,超级好 ,AoJ4x56y0JsDfrOYtgY=
hina,推荐,"['总时数', '48.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,good,AoJ45JiYz5sDdaqEtgY=
C MENG,推荐,"['总时数', '85.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 40  项产品,"THE GREAT GAME, GREAT STORY, GREAT MUSIC, GREAT BOSS DESIGN",AoJ45JiYz5sDdaqEtgY=
别抓我我能躺,推荐,"['总时数', '25.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 36  项产品,好玩爱玩,AoJ45JiYz5sDdaqEtgY=
260072769,推荐,"['总时数', '787.0', '小时']",,0,1 人觉得这篇评测有价值				0,0,,完美,AoJ45JiYz5sDdaqEtgY=
一柄绝情剑,推荐,"['总时数', '28.5', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 228  项产品,"前妻买给我的游戏, 现在已经杳无音讯, 这是她给我的最后留念首先玩法上: 国产阉割版之狼, 完全横搬照抄之狼的战斗, 存档点, 加点和法宝之类的系统, 毫无新意; 但最令我不理解的是即使照抄了这么多还是把最精髓的格挡拼刀打红点系统给舍弃掉了, 我不理解剧情上: 改编不是乱编, 戏说不是胡说, 不管那部神话故事孙悟空在哪不是个举足轻重的人物? 谁给你的胆子把孙悟空说写死就写死的, 而且还是因为打不过二郎神? 我呸! 暗示孙悟空和白骨精谈恋爱? 我呸! 猪八戒和蜘蛛精上床? 我呸! 猪八戒虽然之前就不老实, 但是跟蜘蛛精上床你是真饿了; 孙悟空那是什么人物? 混沌魔猿分身四大灵猴之一的灵明石猴, 根本就没有感情, 而且也没那么容易死; 搞了个肉猴子来当冒牌货? 我呸! 你他妈写的什么B玩意? 我呸! 另外 真结局放二周目是真恶心啊, 为了体验全部内容必须得打一遍重复内容是吧;地图设计: 引导弱, 没有任务目标, 主线该走的路没有明显标志, 而且很多主线都在不明显的地方钻缝钻缝钻缝, 到处找路严重影响游戏体验连贯性;游戏优化简直一坨, 虽然我电脑算不上什么高配但玩一般游戏都够了, 三不五时就停不下来的丢帧, 卡屏, 尤其是过场动画, 一卡就音画不同步, 过一个图还得加载好几分钟;唯一值得我给好评的地方就是最后一场大圣残躯登场的时候真够震撼, 我控制着一个冒牌猴子面对真大圣的时候看着金光闪闪的漫天乱棍, 哪怕在屏幕之外我的心里也产生了一丝恐惧, 不是怕, 而是从心底里完全丧失了战斗意志, 就像银角大王的母葫芦见到了孙悟空的公葫芦; 有一瞬间我甚至觉得开着风灵月影一路杀过来的我根本没资格见到真大圣, 也许我凭自己的力量杀过来就不会怕他; 打败大圣残躯以后的跪姿我非常不喜欢, 孙悟空见佛祖都他妈不跪, 打了一场败仗就跪了? 尸体也不许跪! 天命人得到了孙悟空的传承, 大圣不可能再复活了, 当金箍戴到我头上的一刻, 我觉得我从小听到大的英雄故事主角真的变成了我自己, 虽然天命人是个冒牌猴子, 但我们又何尝不是普罗大众之中平常的一员呢? 这是我们自己的英雄故事;最后, 杨老爷子唱歌真好听, 片尾曲给整个游戏的回味程度提升了一个层次, 看完最后制作组名单我还是没回味够, 准备开二周目吧;",AoJ45JiYz5sDdaqEtgY=
20岁过上了小说npc生活,推荐,"['总时数', '41.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 27  项产品,可以完成小时候的梦 可以尝试,AoJ45JiYz5sDdaqEtgY=
111,推荐,"['总时数', '44.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 4  项产品,好玩,AoJ45JiYz5sDdaqEtgY=
751704848,推荐,"['总时数', '110.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 19  项产品,美术确实可以,AoJ45JiYz5sDdaqEtgY=
飞起来,推荐,"['总时数', '289.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 13  项产品, 爽,AoJ45JiYz5sDdaqEtgY=
晚风,推荐,"['总时数', '47.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 47  项产品,终于有时间玩了 赞赞！游科加油！,AoJ45JiYz5sDdaqEtgY=
jojo,推荐,"['总时数', '94.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,免费获取的产品村里第一个大学生，不同boss的设计都非常的有特点，并且根据原著为各个关底boss设置了对应的克制法宝，原来攻略都在我们的记忆里,AoJw6az8zpsDfqOAtgY=
Young.G,推荐,"['总时数', '95.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 32  项产品,好的地方：场景美术无需多言，西游的妖鬼蛇神，应有尽有，对文化的考究很严谨，这点我个人认为足以让这部作品封神。boss的交互体验很棒，许多小互动非常有趣。boss总体都没有人机的感觉，连招和变招很多，打斗起来沉浸感拉满。猴哥的法术也很有意思，让我这个手残党足以通关，让我们一起说声：感谢大圣！每一章节结束的动画制作都很精良，甚至还有不同画风的表现形式，用心程度值得这个价格，影神图的故事也丰富了作品的可看性；不好的地方：一个是地图的设计，有很多空气墙，可能会让探索欲强的玩家有些许失望；另一个是剧情的沉浸感不足，通关后天命人都没说话，大哥你倒是让我说句话呀！！最后不得不提，也有一些大型boss的战斗体验很差，看起来很大，实际上那只能通过修脚的方式去磨血，这点容易让人血压飙升，后续可以再优化。总体体验下来，黑猴足以满足我对大圣的想象，后续也还有可以进步的空间，推荐每一个有大圣梦的人，入坑不亏。 ,AoJw6az8zpsDfqOAtgY=
傩戏梦般若,不推荐,"['总时数', '68.9', '小时']",,0,有 3 人觉得这篇评测有价值有 6 人觉得这篇评测很欢乐				0,0,帐户内拥有 15  项产品,IP和音乐剧情满分，游戏体验感0分，纯石，除非你是抖M不然别买，纯LJ游戏，玩一个游戏砸了2个键盘5个鼠标游戏体验真是好样的,AoJw6az8zpsDfqOAtgY=
93621653,推荐,"['总时数', '78.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很好玩的游戏,AoJw6az8zpsDfqOAtgY=
jvwzuk201,推荐,"['总时数', '25.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJw6az8zpsDfqOAtgY=
桃之夭夭·天识,推荐,"['总时数', '83.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,完美,AoJw6az8zpsDfqOAtgY=
痴人说梦,推荐,"['总时数', '52.0', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 57  项产品,好玩的,AoJw6az8zpsDfqOAtgY=
3502555353,推荐,"['总时数', '29.4', '小时']",,0,1 人觉得这篇评测有价值				0,0,,非常好玩,AoJw6az8zpsDfqOAtgY=
夏梓涵,推荐,"['总时数', '5.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,太好玩了,AoJw6az8zpsDfqOAtgY=
xiaoc88,推荐,"['总时数', '13.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩，就是有点难,AoJw6az8zpsDfqOAtgY=
YBP002,推荐,"['总时数', '65.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 9  项产品,村里第一个大学生，国产游戏目前为止最高的山，毫无疑问的佳作（如果没有那饱受诟病的空气墙和赶工问题那就是神作）,AoJwwOi1zpsDeLT4tQY=
DDC,推荐,"['总时数', '53.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,非常好的一款神作！！！,AoJwwOi1zpsDeLT4tQY=
kouzuki333,推荐,"['总时数', '1.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,重新唤起了很多人的古建热爱。游戏本身的不足之处都能接受，期待下一国风作品,AoJwwOi1zpsDeLT4tQY=
Nagato YuKi,推荐,"['总时数', '44.0', '小时']",,0,尚未有人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 26  项产品,鄙人的第一款3A,AoJwwOi1zpsDeLT4tQY=
whiskey,推荐,"['总时数', '15.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 27  项产品,一个字：买 ,AoJwwOi1zpsDeLT4tQY=
Bass,推荐,"['总时数', '33.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 55  项产品,免费获取的产品我来助你！,AoJwwOi1zpsDeLT4tQY=
wadpx1klcw,推荐,"['总时数', '116.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 47  项产品,很好玩,AoJwwOi1zpsDeLT4tQY=
2501600134,推荐,"['总时数', '20.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 11  项产品,牛逼,AoJwwOi1zpsDeLT4tQY=
我垃圾，我打不赢,不推荐,"['总时数', '10.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,太难了,AoJwwOi1zpsDeLT4tQY=
皮尔皮尔森,推荐,"['总时数', '27.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 45  项产品,战斗爽,AoJwwOi1zpsDeLT4tQY=
中一枪都算运,推荐,"['总时数', '10.6', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 19  项产品,NICE,AoJwpP6VzpsDd/f1tQY=
许导,推荐,"['总时数', '183.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 14  项产品,免费获取的产品好游戏 ,AoJwpP6VzpsDd/f1tQY=
Sequoia,不推荐,"['总时数', '4.6', '小时']",,0,有 2 人觉得这篇评测有价值				0,0,,打完第一章进入第二章就“检测到D3D12设备崩溃”。官方的，网上的各种办法都试了问题依旧，就是无法解决。配置是9700X+9070XT+32G，win11 x64,AoJwpP6VzpsDd/f1tQY=
首尔第一突破手韩善宇,推荐,"['总时数', '35.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 16  项产品,"haowan,haixing",AoJwpP6VzpsDd/f1tQY=
零落潮汐,不推荐,"['总时数', '10.5', '小时']",,0,有 7 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 48  项产品,是不是一谈游戏就是情怀，那黑的要死亮的要死的地图没感觉吗？敷衍的一塌糊涂的第六章没感觉吗？,AoJwpP6VzpsDd/f1tQY=
河南彭于晏,推荐,"['总时数', '68.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 16  项产品,好玩,AoJwpP6VzpsDd/f1tQY=
gogogo,推荐,"['总时数', '45.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 20  项产品,好玩,AoJwpP6VzpsDd/f1tQY=
traveler,推荐,"['总时数', '35.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,喜欢这个画风！,AoJwpP6VzpsDd/f1tQY=
1026757177,推荐,"['总时数', '22.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,制作优美,AoJwpP6VzpsDd/f1tQY=
330421669,推荐,"['总时数', '430.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,不错,AoJwpP6VzpsDd/f1tQY=
Huangcz,推荐,"['总时数', '55.1', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 55  项产品,首发入的，24年的夏天很开心，那时候真的很有盼头，手握博士录取通知书，身边有相恋七年的前女友在身边眼巴巴地看着我打每一关，听我给她絮叨每个boss的招式。可惜没过去彩礼关，25年在七年纪念日那天分手，后来老同学发来消息，我才得知前女友在关系还未破裂时就已经和其他人聊上，那人还在我们共同的母校拿到了教职。最终我也没去24年录上的东南大学，选择了去川大，她也没选我，大圣也只是残躯。做了很久心理建设才敢打开这个游戏，发现自己也没有心思再继续玩，此地空余黄鹤楼。,AoJwgYLkzJsDc8DgtQY=
1091889353,推荐,"['总时数', '26.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,纯中国元素，容易引起文化共鸣，能玩的进去，剧情好看，游戏好玩！,AoJwgYLkzJsDc8DgtQY=
1766929386,推荐,"['总时数', '116.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,可以的,AoJwgYLkzJsDc8DgtQY=
李川奇,推荐,"['总时数', '122.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 15  项产品,儿子喜欢,AoJwgYLkzJsDc8DgtQY=
182472665,推荐,"['总时数', '286.2', '小时']",,0,1 人觉得这篇评测有价值				0,0,,所玩过的最经典的一款3A大作,AoJwgYLkzJsDc8DgtQY=
mlelei1782,推荐,"['总时数', '18.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,还行 ,AoJwgYLkzJsDc8DgtQY=
BIELEBA,推荐,"['总时数', '118.7', '小时']",,0,1 人觉得这篇评测有价值				0,0,,可以，推荐！,AoJwgYLkzJsDc8DgtQY=
一字千金小可艾,推荐,"['总时数', '63.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 162  项产品,2024-09-07:瑕不掩瑜，第三章最精彩，无论是地图设计还是关底boss战，第五章开始能明显看出制作周期吃紧，删掉了很多，第六章就只剩下boss战了，希望后续dlc能补齐遗憾吧。,AoJwgYLkzJsDc8DgtQY=
wokaixinleon,推荐,"['总时数', '11.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,"好玩,多出",AoJwgYLkzJsDc8DgtQY=
雪月花丶,不推荐,"['总时数', '61.1', '小时']",,0,有 12 人觉得这篇评测有价值有 3 人觉得这篇评测很欢乐				1,1,帐户内拥有 228  项产品,发售那么久，光照问题就是不解决，黑的什么看不到，亮的曝光过度，第六章敷衍成这个样子不补全DLC先去钟馗，剧情讲清楚了吗？全靠脑补是吧。,AoJwgYLkzJsDc8DgtQY=
六六六,推荐,"['总时数', '207.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 22  项产品,还行,AoJ4q4qszJsDc/zXtQY=
玖零,推荐,"['总时数', '81.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 5  项产品,666,AoJ4q4qszJsDc/zXtQY=
一只鱼,推荐,"['总时数', '174.8', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 136  项产品,神作无疑,AoJ4q4qszJsDc/zXtQY=
猫猫大王simple,推荐,"['总时数', '81.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 31  项产品,111111111111,AoJ4q4qszJsDc/zXtQY=
229234506,推荐,"['总时数', '11.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,非常棒。很好玩，我老婆打不过的打怪，全找我打。,AoJ4q4qszJsDc/zXtQY=
不带耳机偶尔不🐎,推荐,"['总时数', '51.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 229  项产品,好玩的，好看的！,AoJ4q4qszJsDc/zXtQY=
